file_gopro;raw_arcgis;ransac_arcgis;H_arcgis;F_arcgis;time_arcgis;ransac_rot_arcgis;H_rotarcgis;F_rotarcgis;time_rot_arcgis;raw_google;ransac_google;H_google;F_google;time_google;ransac_rot_google;H_rotgoogle;F_rotgoogle;time_rot_google;raw_geoportal;ransac_geoportal;H_geoportal;F_geoportal;time_geoportal;ransac_rot_geoportal;H_rotgeoportal;F_rotgeoportal;time_rot_geoportal
14143.jpg;3;3;;;447;4;;;457;10;4;;;454;4;;;503;4;4;;;481;7;;;461
14255.jpg;2;2;;;457;5;;;468;13;5;;;458;6;;;451;4;4;;;453;4;;;509
14374.jpg;5;5;;;445;6;;;485;2;2;;;450;87;[[1.0898601526750753, -0.34457323670087864, -208.13217819659468], [0.08022920693405276, 1.0528445597247247, -475.5427575755438], [-0.00013999694250688325, -0.00017405460810270245, 1.0]];[[2.2677462151900815e-07, 6.566685149386125e-07, 0.003222345496272153], [4.287277042000599e-07, 1.2419174244376903e-06, 0.00622267875714858], [-0.0023108164227535408, -0.006589875453573881, -3.7265956981257005]];486;8;5;;;449;22;[[1.0192936338145426, -0.4714762823883584, -117.42058416367286], [0.1945612027808322, 0.705435814145971, -358.9595158195589], [0.00023309491341615515, -0.0007061791530605914, 1.0]];[[3.002083918071356e-07, -1.2522198694398045e-05, 0.009685977515521079], [1.5174284359884312e-05, 5.8613373189295096e-06, -0.004268307265284171], [-0.013859712691461124, 0.0012552382516625871, -1.210652332389338]];440
14494.jpg;9;4;;;534;5;;;449;16;4;;;515;59;[[1.0967007817034669, -0.33281001894951434, -153.67070350601125], [0.07033238967867778, 1.0726735298925851, -476.41458723777663], [-9.567789163018226e-05, -0.00017723090725141756, 1.0]];[[2.1293980622918936e-07, 3.63906763911893e-07, 0.002545436372346368], [4.766767045472211e-07, 8.780506849231644e-07, 0.00469558510178217], [-0.002069520033326927, -0.00493137822688025, -2.695289144056376]];511;3;3;;;534;4;;;499
14611.jpg;11;5;;;463;4;;;445;5;5;;;445;41;[[1.0352630312435465, -0.3191020955687851, -51.13849724565819], [0.09976330583208566, 1.105920087251168, -526.1026694192575], [-0.00013279508526349638, -0.0001220836179992924, 1.0]];[[4.211528516803796e-08, -3.9535153816063834e-07, 8.875168314259766e-05], [1.4222059841258884e-06, 1.0443319722360484e-06, 0.005873166794717019], [-0.0004038543745535444, -0.005284501424792924, -2.6643353274756216]];448;5;5;;;453;4;;;446
14723.jpg;4;4;;;451;1;;;440;3;3;;;447;4;;;515;31;5;;;611;4;;;443
14836.jpg;19;5;;;473;4;;;454;2;2;;;536;1;;;448;4;4;;;456;4;;;454
14951.jpg;2;2;;;460;4;;;438;6;6;;;452;1;;;443;2;2;;;459;2;;;448
15068.jpg;1;1;;;465;0;;;481;1;1;;;479;4;;;450;6;6;;;448;4;;;453
1516.jpg;15;4;;;472;5;;;501;26;7;;;597;176;[[1.0354865057717628, -0.1190027542177402, 189.65225305854332], [-0.04772314046945949, 0.863219906267957, -196.0071892957004], [4.339121355106789e-05, -0.00019352242901802467, 0.9999999999999999]];[[-0.05491629642664175, -0.7413995621954513, 553.9675747749718], [0.81383274276981, -0.2813534054300697, -1575.8375661832933], [-662.4049295982607, 1595.969758393323, 477903.2960251582]];455;40;5;;;482;6;;;507
